latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_CGVD28_HTv2,rcvr_clk_ns
61.0276282,-69.6534023,-20.464,17.03306,265,2017,0.931,-50.677
61.0276198,-69.6533714,-20.448,17.03333,265,2017,0.947,-50.288
61.0276111,-69.6533436,-20.390,17.03361,265,2017,1.005,-50.999
61.0276024,-69.6533144,-20.448,17.03389,265,2017,0.947,-51.113
61.0275932,-69.6532832,-20.459,17.03417,265,2017,0.936,-50.658
61.0275844,-69.6532524,-20.411,17.03444,265,2017,0.984,-49.843
61.0275748,-69.6532242,-20.308,17.03472,265,2017,1.087,-50.420
61.0275673,-69.6531933,-20.470,17.03500,265,2017,0.925,-50.673
61.0275587,-69.6531647,-20.397,17.03528,265,2017,0.998,-50.691
61.0275511,-69.6531360,-20.454,17.03556,265,2017,0.941,-50.516
61.0275433,-69.6531061,-20.370,17.03583,265,2017,1.025,-50.245
61.0275348,-69.6530744,-20.446,17.03611,265,2017,0.949,-50.449
61.0275276,-69.6530433,-20.517,17.03639,265,2017,0.878,-50.946
61.0275208,-69.6530124,-20.475,17.03667,265,2017,0.920,-50.199
61.0275134,-69.6529801,-20.407,17.03694,265,2017,0.988,-50.639
61.0275048,-69.6529500,-20.481,17.03722,265,2017,0.914,-50.690
61.0274976,-69.6529209,-20.536,17.03750,265,2017,0.859,-50.547
61.0274902,-69.6528921,-20.513,17.03778,265,2017,0.882,-50.540
61.0274815,-69.6528637,-20.309,17.03806,265,2017,1.086,-50.459
61.0274727,-69.6528336,-20.430,17.03833,265,2017,0.965,-50.685
61.0274642,-69.6528043,-20.559,17.03861,265,2017,0.836,-51.041
61.0274550,-69.6527789,-20.546,17.03889,265,2017,0.849,-50.573
61.0274469,-69.6527507,-20.473,17.03917,265,2017,0.922,-50.843
61.0274378,-69.6527225,-20.426,17.03944,265,2017,0.969,-51.067
61.0274271,-69.6526952,-20.427,17.03972,265,2017,0.967,-50.327
61.0274162,-69.6526697,-20.509,17.04000,265,2017,0.885,-50.841
61.0274074,-69.6526464,-20.551,17.04028,265,2017,0.843,-50.557
61.0273984,-69.6526227,-20.455,17.04056,265,2017,0.939,-50.369
61.0273874,-69.6525976,-20.332,17.04083,265,2017,1.062,-50.664
61.0273757,-69.6525699,-20.357,17.04111,265,2017,1.037,-51.009
61.0273655,-69.6525426,-20.507,17.04139,265,2017,0.887,-50.912
61.0273565,-69.6525199,-20.532,17.04167,265,2017,0.862,-50.518
61.0273461,-69.6525000,-20.382,17.04194,265,2017,1.012,-50.098
61.0273346,-69.6524771,-20.335,17.04222,265,2017,1.059,-50.995
61.0273226,-69.6524523,-20.470,17.04250,265,2017,0.924,-50.627
61.0273116,-69.6524281,-20.481,17.04278,265,2017,0.913,-50.829
61.0273026,-69.6524027,-20.435,17.04306,265,2017,0.959,-50.398
61.0272928,-69.6523780,-20.445,17.04333,265,2017,0.949,-50.804
61.0272820,-69.6523526,-20.339,17.04361,265,2017,1.055,-50.765
61.0272717,-69.6523244,-20.392,17.04389,265,2017,1.002,-50.560
61.0272613,-69.6522962,-20.450,17.04417,265,2017,0.944,-50.931
61.0272522,-69.6522704,-20.493,17.04444,265,2017,0.901,-50.230
61.0272424,-69.6522446,-20.432,17.04472,265,2017,0.962,-50.511
61.0272317,-69.6522186,-20.419,17.04500,265,2017,0.975,-51.341
61.0272212,-69.6521894,-20.409,17.04528,265,2017,0.985,-50.863
61.0272108,-69.6521594,-20.437,17.04556,265,2017,0.957,-50.552
61.0272005,-69.6521337,-20.497,17.04583,265,2017,0.897,-50.257
61.0271901,-69.6521114,-20.530,17.04611,265,2017,0.864,-51.418
61.0271813,-69.6520849,-20.475,17.04639,265,2017,0.919,-50.806
61.0271698,-69.6520594,-20.311,17.04667,265,2017,1.082,-50.208
61.0271573,-69.6520300,-20.392,17.04694,265,2017,1.001,-51.022
61.0271464,-69.6520014,-20.548,17.04722,265,2017,0.845,-50.728
61.0271366,-69.6519760,-20.569,17.04750,265,2017,0.824,-50.669
61.0271273,-69.6519523,-20.442,17.04778,265,2017,0.951,-50.431
61.0271158,-69.6519269,-20.318,17.04806,265,2017,1.075,-50.676
61.0271032,-69.6518977,-20.432,17.04833,265,2017,0.961,-51.292
61.0270916,-69.6518696,-20.503,17.04861,265,2017,0.890,-50.387
61.0270815,-69.6518447,-20.597,17.04889,265,2017,0.796,-50.986
61.0270727,-69.6518229,-20.467,17.04917,265,2017,0.926,-50.709
61.0270633,-69.6517966,-20.444,17.04944,265,2017,0.949,-51.009
61.0270515,-69.6517666,-20.342,17.04972,265,2017,1.051,-50.802
61.0270388,-69.6517379,-20.559,17.05000,265,2017,0.834,-51.082
61.0270293,-69.6517121,-20.634,17.05028,265,2017,0.759,-50.818
61.0270207,-69.6516917,-20.565,17.05056,265,2017,0.828,-50.376
61.0270105,-69.6516687,-20.321,17.05083,265,2017,1.072,-50.962
61.0269990,-69.6516392,-20.442,17.05111,265,2017,0.951,-50.914
61.0269860,-69.6516096,-20.586,17.05139,265,2017,0.807,-51.212
61.0269764,-69.6515838,-20.576,17.05167,265,2017,0.817,-50.813
61.0269680,-69.6515617,-20.494,17.05194,265,2017,0.899,-50.675
61.0269578,-69.6515368,-20.444,17.05222,265,2017,0.949,-50.903
61.0269450,-69.6515092,-20.502,17.05250,265,2017,0.891,-51.030
61.0269321,-69.6514802,-20.596,17.05278,265,2017,0.797,-50.632
61.0269218,-69.6514573,-20.621,17.05306,265,2017,0.772,-50.800
61.0269118,-69.6514368,-20.446,17.05333,265,2017,0.947,-50.457
61.0269008,-69.6514110,-20.484,17.05361,265,2017,0.908,-51.688
61.0268887,-69.6513838,-20.778,17.05389,265,2017,0.614,-51.645
61.0268784,-69.6513538,-20.626,17.05417,265,2017,0.766,-50.725
61.0268698,-69.6513304,-20.592,17.05444,265,2017,0.800,-50.197
61.0268608,-69.6513066,-20.564,17.05472,265,2017,0.828,-51.490
61.0268504,-69.6512777,-20.521,17.05500,265,2017,0.871,-50.742
61.0268382,-69.6512496,-20.482,17.05528,265,2017,0.910,-50.849
61.0268280,-69.6512237,-20.520,17.05556,265,2017,0.872,-51.211
61.0268191,-69.6511991,-20.587,17.05583,265,2017,0.805,-51.027
61.0268087,-69.6511751,-20.499,17.05611,265,2017,0.893,-50.361
61.0267982,-69.6511494,-20.508,17.05639,265,2017,0.884,-51.060
61.0267871,-69.6511224,-20.598,17.05667,265,2017,0.794,-51.503
61.0267772,-69.6510943,-20.570,17.05694,265,2017,0.822,-51.058
61.0267674,-69.6510678,-20.549,17.05722,265,2017,0.843,-50.447
61.0267569,-69.6510412,-20.449,17.05750,265,2017,0.943,-50.957
61.0267458,-69.6510132,-20.528,17.05778,265,2017,0.864,-51.232
61.0267348,-69.6509872,-20.610,17.05806,265,2017,0.782,-51.002
61.0267249,-69.6509626,-20.605,17.05833,265,2017,0.787,-50.678
61.0267150,-69.6509378,-20.594,17.05861,265,2017,0.798,-50.707
61.0267050,-69.6509089,-20.444,17.05889,265,2017,0.948,-50.837
61.0266954,-69.6508794,-20.533,17.05917,265,2017,0.859,-50.960
61.0266845,-69.6508516,-20.590,17.05944,265,2017,0.802,-51.004
61.0266742,-69.6508245,-20.533,17.05972,265,2017,0.859,-51.074
61.0266648,-69.6507989,-20.509,17.06000,265,2017,0.883,-50.555
61.0266536,-69.6507741,-20.504,17.06028,265,2017,0.888,-50.689
61.0266426,-69.6507471,-20.604,17.06056,265,2017,0.787,-50.812
61.0266318,-69.6507199,-20.537,17.06083,265,2017,0.854,-50.552
61.0266218,-69.6506945,-20.481,17.06111,265,2017,0.910,-50.744
61.0266115,-69.6506675,-20.467,17.06139,265,2017,0.924,-51.222
61.0266000,-69.6506394,-20.468,17.06167,265,2017,0.923,-51.077
61.0265893,-69.6506105,-20.502,17.06194,265,2017,0.889,-50.467
61.0265780,-69.6505867,-20.593,17.06222,265,2017,0.798,-50.580
61.0265675,-69.6505644,-20.514,17.06250,265,2017,0.877,-50.781
61.0265576,-69.6505389,-20.496,17.06278,265,2017,0.895,-50.955
61.0265464,-69.6505096,-20.449,17.06306,265,2017,0.942,-50.946
61.0265348,-69.6504792,-20.542,17.06333,265,2017,0.849,-50.816
61.0265247,-69.6504529,-20.560,17.06361,265,2017,0.831,-50.809
61.0265149,-69.6504290,-20.534,17.06389,265,2017,0.857,-50.766
61.0265054,-69.6504034,-20.498,17.06417,265,2017,0.893,-51.287
61.0264949,-69.6503756,-20.523,17.06444,265,2017,0.868,-51.028
61.0264829,-69.6503506,-20.498,17.06472,265,2017,0.893,-50.539
61.0264717,-69.6503254,-20.546,17.06500,265,2017,0.845,-50.636
61.0264614,-69.6502988,-20.538,17.06528,265,2017,0.853,-50.849
61.0264516,-69.6502713,-20.551,17.06556,265,2017,0.840,-51.146
61.0264420,-69.6502440,-20.518,17.06583,265,2017,0.873,-50.879
61.0264312,-69.6502194,-20.531,17.06611,265,2017,0.860,-51.040
61.0264202,-69.6501937,-20.517,17.06639,265,2017,0.874,-50.933
61.0264089,-69.6501653,-20.515,17.06667,265,2017,0.876,-50.795
61.0263974,-69.6501396,-20.568,17.06694,265,2017,0.823,-50.640
61.0263860,-69.6501168,-20.536,17.06722,265,2017,0.854,-51.010
61.0263747,-69.6500928,-20.518,17.06750,265,2017,0.872,-51.157
61.0263620,-69.6500668,-20.542,17.06778,265,2017,0.848,-50.990
61.0263493,-69.6500395,-20.503,17.06806,265,2017,0.887,-50.878
61.0263372,-69.6500162,-20.578,17.06833,265,2017,0.812,-50.790
61.0263256,-69.6499963,-20.610,17.06861,265,2017,0.780,-51.087
61.0263128,-69.6499747,-20.495,17.06889,265,2017,0.895,-50.677
61.0262985,-69.6499490,-20.527,17.06917,265,2017,0.863,-50.359
61.0262838,-69.6499207,-20.549,17.06944,265,2017,0.841,-50.918
61.0262711,-69.6498946,-20.609,17.06972,265,2017,0.781,-51.345
61.0262611,-69.6498724,-20.642,17.07000,265,2017,0.748,-51.577
61.0262485,-69.6498518,-20.481,17.07028,265,2017,0.909,-51.018
61.0262333,-69.6498320,-20.466,17.07056,265,2017,0.924,-50.650
61.0262182,-69.6498191,-20.558,17.07083,265,2017,0.832,-50.646
61.0262051,-69.6498124,-20.635,17.07111,265,2017,0.755,-51.020
61.0261906,-69.6498089,-20.584,17.07139,265,2017,0.806,-50.767
61.0261742,-69.6498070,-20.466,17.07167,265,2017,0.924,-50.850
61.0261592,-69.6498113,-20.599,17.07194,265,2017,0.791,-50.917
61.0261458,-69.6498242,-20.637,17.07222,265,2017,0.753,-51.790
61.0261337,-69.6498377,-20.620,17.07250,265,2017,0.770,-50.403
61.0261203,-69.6498549,-20.552,17.07278,265,2017,0.838,-51.304
61.0261106,-69.6498745,-20.598,17.07306,265,2017,0.792,-50.468
61.0261020,-69.6498988,-20.541,17.07333,265,2017,0.849,-51.513
61.0260971,-69.6499270,-20.729,17.07361,265,2017,0.661,-50.849
61.0260934,-69.6499531,-20.482,17.07389,265,2017,0.908,-50.888
61.0260880,-69.6499824,-20.594,17.07417,265,2017,0.796,-50.728
61.0260783,-69.6501080,-20.013,17.07556,265,2017,1.377,-46.738
61.0260903,-69.6503736,-26.312,17.07778,265,2017,-4.922,-56.309
61.0261002,-69.6504894,-23.170,17.07889,265,2017,-1.780,-49.789
61.0261055,-69.6505172,-23.362,17.07917,265,2017,-1.972,-51.778
61.0261274,-69.6506637,-23.684,17.08056,265,2017,-2.293,-52.766
61.0261324,-69.6506885,-23.394,17.08083,265,2017,-2.003,-51.731
61.0261408,-69.6507174,-23.381,17.08111,265,2017,-1.990,-51.877
61.0261457,-69.6507452,-23.050,17.08139,265,2017,-1.659,-52.073
61.0261518,-69.6507792,-23.229,17.08167,265,2017,-1.838,-51.705
61.0261585,-69.6508089,-23.138,17.08194,265,2017,-1.747,-52.191
61.0261656,-69.6508427,-23.669,17.08222,265,2017,-2.278,-52.665
61.0261731,-69.6508734,-23.474,17.08250,265,2017,-2.083,-52.516
61.0261834,-69.6509023,-23.561,17.08278,265,2017,-2.170,-52.112
61.0261917,-69.6509293,-22.980,17.08306,265,2017,-1.589,-51.623
61.0262192,-69.6510135,-22.700,17.08389,265,2017,-1.309,-50.954
61.0262281,-69.6510445,-23.196,17.08417,265,2017,-1.805,-51.432
61.0262383,-69.6510693,-23.254,17.08444,265,2017,-1.863,-50.673
61.0263892,-69.6515292,-18.819,17.08889,265,2017,2.573,-42.474
61.0264442,-69.6516887,-17.589,17.09056,265,2017,3.803,-40.814
61.0264535,-69.6517179,-17.722,17.09083,265,2017,3.670,-41.462
61.0265007,-69.6518667,-17.898,17.09222,265,2017,3.494,-41.912
61.0280120,-69.6598216,-20.365,17.15389,265,2017,1.036,-50.334
61.0280125,-69.6598503,-20.390,17.15417,265,2017,1.011,-50.539
61.0280146,-69.6598797,-20.797,17.15444,265,2017,0.604,-51.709
61.0280159,-69.6599104,-20.993,17.15472,265,2017,0.408,-51.872
61.0280195,-69.6599387,-20.440,17.15500,265,2017,0.962,-50.478
61.0280250,-69.6599740,-20.663,17.15528,265,2017,0.739,-51.117
61.0280251,-69.6600142,-20.821,17.15556,265,2017,0.581,-51.078
61.0280325,-69.6600490,-21.866,17.15583,265,2017,-0.464,-53.494
61.0281914,-69.6606438,-19.058,17.16222,265,2017,2.344,-46.866
61.0281983,-69.6606697,-19.292,17.16250,265,2017,2.110,-47.147
61.0282404,-69.6607972,-20.675,17.16389,265,2017,0.728,-48.854
61.0282477,-69.6608191,-20.672,17.16417,265,2017,0.731,-48.886
61.0282555,-69.6608414,-21.060,17.16444,265,2017,0.343,-49.605
61.0282640,-69.6608663,-21.575,17.16472,265,2017,-0.172,-49.813
61.0282722,-69.6608845,-21.207,17.16500,265,2017,0.196,-48.890
61.0282799,-69.6609041,-21.409,17.16528,265,2017,-0.006,-48.700
61.0282888,-69.6609188,-20.954,17.16556,265,2017,0.449,-48.712
61.0282948,-69.6609415,-21.508,17.16583,265,2017,-0.105,-49.267
61.0283019,-69.6609670,-21.428,17.16611,265,2017,-0.025,-49.199
61.0283053,-69.6609929,-21.337,17.16639,265,2017,0.066,-49.043
61.0283076,-69.6610248,-21.093,17.16667,265,2017,0.310,-49.715
61.0283059,-69.6610570,-21.137,17.16694,265,2017,0.266,-48.708
61.0283070,-69.6610833,-21.457,17.16722,265,2017,-0.054,-48.590
61.0283057,-69.6611099,-20.640,17.16750,265,2017,0.763,-47.446
61.0283048,-69.6611396,-21.248,17.16778,265,2017,0.155,-48.382
61.0283039,-69.6611670,-21.144,17.16806,265,2017,0.259,-48.476
61.0283019,-69.6611977,-21.064,17.16833,265,2017,0.339,-48.155
61.0283013,-69.6612291,-21.218,17.16861,265,2017,0.185,-48.388
61.0283008,-69.6612586,-21.219,17.16889,265,2017,0.184,-48.626
61.0282984,-69.6612853,-21.109,17.16917,265,2017,0.294,-48.540
61.0283937,-69.6615388,-17.854,17.17222,265,2017,3.549,-39.826
61.0285574,-69.6616770,-16.561,17.17500,265,2017,4.843,-40.190
61.0285756,-69.6616894,-16.069,17.17528,265,2017,5.335,-38.978
61.0286670,-69.6617671,-16.418,17.17722,265,2017,4.986,-39.966
61.0286821,-69.6617765,-16.807,17.17750,265,2017,4.597,-41.588
61.0288505,-69.6618887,-19.462,17.18056,265,2017,1.943,-45.966
61.0288636,-69.6619039,-19.539,17.18083,265,2017,1.866,-45.609
61.0288781,-69.6619117,-19.478,17.18111,265,2017,1.927,-45.020
61.0288907,-69.6619257,-19.856,17.18139,265,2017,1.549,-46.114
61.0289035,-69.6619434,-19.631,17.18167,265,2017,1.774,-45.604
61.0289158,-69.6619612,-19.560,17.18194,265,2017,1.845,-45.360
61.0289247,-69.6619864,-19.662,17.18222,265,2017,1.743,-45.771
61.0289316,-69.6620097,-19.847,17.18250,265,2017,1.558,-46.486
61.0289385,-69.6620354,-19.072,17.18278,265,2017,2.333,-43.867
61.0289475,-69.6620572,-19.213,17.18306,265,2017,2.192,-44.394
61.0289557,-69.6620835,-19.272,17.18333,265,2017,2.133,-44.844
61.0290039,-69.6624998,-22.311,17.18722,265,2017,-0.906,-50.391
61.0290393,-69.6626740,-21.962,17.18889,265,2017,-0.556,-50.404
61.0290505,-69.6626924,-23.169,17.18917,265,2017,-1.763,-53.016
61.0290588,-69.6627232,-24.791,17.18944,265,2017,-3.385,-54.930
61.0292251,-69.6631029,-18.382,17.19389,265,2017,3.024,-45.273
61.0292353,-69.6631294,-17.666,17.19417,265,2017,3.740,-43.205
61.0292493,-69.6631466,-18.583,17.19444,265,2017,2.823,-45.772
61.0292590,-69.6631727,-18.229,17.19472,265,2017,3.177,-44.704
61.0292741,-69.6631839,-18.866,17.19500,265,2017,2.540,-46.267
61.0293355,-69.6633091,-15.830,17.19667,265,2017,5.577,-39.728
61.0293445,-69.6633396,-14.968,17.19694,265,2017,6.439,-37.668
61.0295694,-69.6637253,-19.801,17.20222,265,2017,1.606,-41.025
61.0296380,-69.6638452,-18.165,17.20389,265,2017,3.243,-38.048
61.0298062,-69.6643259,-16.398,17.20889,265,2017,5.010,-37.897
61.0298149,-69.6643421,-14.597,17.20917,265,2017,6.811,-35.336
61.0299972,-69.6649731,-12.707,17.21556,265,2017,8.702,-35.833
61.0300079,-69.6649994,-12.228,17.21583,265,2017,9.181,-34.515
61.0300181,-69.6650180,-12.737,17.21611,265,2017,8.672,-36.221
61.0300224,-69.6650411,-12.326,17.21639,265,2017,9.083,-35.386
61.0300304,-69.6650693,-13.092,17.21667,265,2017,8.317,-36.842
61.0300391,-69.6650946,-13.185,17.21694,265,2017,8.224,-37.168
61.0300443,-69.6651241,-13.342,17.21722,265,2017,8.067,-36.489
61.0300535,-69.6651507,-13.835,17.21750,265,2017,7.574,-38.518
61.0301661,-69.6654149,-16.756,17.22056,265,2017,4.654,-34.679
61.0301747,-69.6654392,-16.656,17.22083,265,2017,4.754,-35.509
61.0301836,-69.6654694,-17.025,17.22111,265,2017,4.385,-36.563
61.0301926,-69.6654920,-17.331,17.22139,265,2017,4.079,-36.922
61.0302030,-69.6655142,-17.358,17.22167,265,2017,4.052,-37.688
61.0302111,-69.6655402,-17.703,17.22194,265,2017,3.707,-38.262
61.0302191,-69.6655584,-17.731,17.22222,265,2017,3.679,-38.357
61.0302279,-69.6655818,-17.876,17.22250,265,2017,3.534,-37.974
61.0302343,-69.6656046,-17.807,17.22278,265,2017,3.603,-39.009
61.0302698,-69.6657024,-16.467,17.22389,265,2017,4.943,-37.056
61.0302818,-69.6657261,-16.109,17.22417,265,2017,5.301,-36.944
61.0306977,-69.6669667,-20.169,17.23722,265,2017,1.243,-44.612
61.0306961,-69.6669916,-18.860,17.23750,265,2017,2.552,-42.439
61.0307285,-69.6670839,-19.860,17.23861,265,2017,1.553,-44.828
61.0307361,-69.6671120,-20.156,17.23889,265,2017,1.257,-45.014
61.0307449,-69.6671349,-19.919,17.23917,265,2017,1.494,-45.095
61.0307521,-69.6671636,-20.104,17.23944,265,2017,1.309,-44.992
61.0307869,-69.6672636,-19.800,17.24056,265,2017,1.613,-44.749
61.0307979,-69.6672911,-20.356,17.24083,265,2017,1.057,-45.752
61.0308067,-69.6673189,-20.121,17.24111,265,2017,1.292,-45.555
61.0308159,-69.6673489,-20.043,17.24139,265,2017,1.370,-45.506
61.0308262,-69.6673724,-19.945,17.24167,265,2017,1.468,-45.532
61.0308336,-69.6674013,-19.826,17.24194,265,2017,1.587,-45.175
61.0308424,-69.6674286,-19.808,17.24222,265,2017,1.605,-45.056
61.0309105,-69.6675667,-19.761,17.24389,265,2017,1.652,-45.496
61.0311362,-69.6678920,-22.215,17.24889,265,2017,-0.801,-50.359
61.0311494,-69.6679107,-22.532,17.24917,265,2017,-1.118,-50.542
61.0311598,-69.6679309,-22.501,17.24944,265,2017,-1.087,-51.163
61.0311749,-69.6679544,-22.939,17.24972,265,2017,-1.525,-52.223
61.0311874,-69.6679770,-23.422,17.25000,265,2017,-2.008,-53.207
61.0311990,-69.6680005,-23.523,17.25028,265,2017,-2.109,-53.661
61.0312112,-69.6680291,-23.484,17.25056,265,2017,-2.070,-53.664
61.0312225,-69.6680498,-23.054,17.25083,265,2017,-1.640,-52.432
61.0312885,-69.6681381,-21.746,17.25222,265,2017,-0.332,-47.975
61.0313539,-69.6682741,-22.088,17.25389,265,2017,-0.673,-48.423
61.0313675,-69.6682948,-21.569,17.25417,265,2017,-0.154,-48.246
61.0313789,-69.6683173,-21.830,17.25444,265,2017,-0.415,-49.260
61.0314237,-69.6684063,-23.447,17.25556,265,2017,-2.032,-51.462
61.0314371,-69.6684273,-23.160,17.25583,265,2017,-1.745,-51.528
61.0314461,-69.6684395,-21.886,17.25611,265,2017,-0.471,-46.375
61.0318257,-69.6695949,-42.133,17.26889,265,2017,-20.716,-93.967
61.0321950,-69.6708490,-22.670,17.28056,265,2017,-1.252,-48.711
61.0321871,-69.6709012,-22.347,17.28083,265,2017,-0.929,-51.681
61.0325956,-69.6714353,-28.650,17.28917,265,2017,-7.231,-64.554
61.0326100,-69.6714503,-28.382,17.28944,265,2017,-6.963,-64.607
61.0326220,-69.6714714,-28.337,17.28972,265,2017,-6.918,-64.943
61.0326336,-69.6714999,-28.135,17.29000,265,2017,-6.716,-63.246
61.0327883,-69.6717420,-19.598,17.29361,265,2017,1.822,-51.370
61.0327939,-69.6717980,-27.768,17.29389,265,2017,-6.348,-61.665
61.0328025,-69.6718253,-27.782,17.29417,265,2017,-6.362,-59.154
61.0328137,-69.6718491,-27.106,17.29444,265,2017,-5.686,-57.369
61.0328246,-69.6718711,-26.974,17.29472,265,2017,-5.554,-57.640
61.0329650,-69.6722311,-27.524,17.29889,265,2017,-6.103,-59.470
61.0330704,-69.6725635,-25.741,17.30222,265,2017,-4.320,-51.674
61.0331518,-69.6727153,-24.330,17.30389,265,2017,-2.909,-46.190
61.0333437,-69.6735127,-17.386,17.31167,265,2017,4.036,-39.490
61.0334176,-69.6737136,-17.561,17.31389,265,2017,3.862,-37.689
61.0334293,-69.6737497,-19.152,17.31417,265,2017,2.271,-46.192
61.0334361,-69.6737764,-20.611,17.31444,265,2017,0.812,-48.955
61.0335808,-69.6743069,-20.565,17.32056,265,2017,0.859,-47.381
61.0335904,-69.6743202,-21.553,17.32083,265,2017,-0.129,-49.751
61.0335999,-69.6743314,-20.646,17.32111,265,2017,0.778,-47.407
61.0339711,-69.6750393,-21.074,17.32889,265,2017,0.351,-50.990
61.0339769,-69.6750601,-21.216,17.32917,265,2017,0.209,-52.609
61.0339896,-69.6750917,-21.036,17.32944,265,2017,0.389,-51.407
61.0340015,-69.6751156,-21.625,17.32972,265,2017,-0.200,-52.162
61.0340109,-69.6751369,-21.123,17.33000,265,2017,0.302,-51.666
61.0340181,-69.6751684,-21.468,17.33028,265,2017,-0.043,-52.488
61.0340311,-69.6751910,-21.984,17.33056,265,2017,-0.559,-53.275
61.0340361,-69.6752116,-21.027,17.33083,265,2017,0.398,-52.032
61.0340507,-69.6752407,-21.851,17.33111,265,2017,-0.426,-53.330
61.0340602,-69.6752657,-21.583,17.33139,265,2017,-0.158,-52.427
61.0340696,-69.6752871,-21.230,17.33167,265,2017,0.195,-51.102
61.0340761,-69.6753473,-22.149,17.33222,265,2017,-0.724,-47.880
61.0340861,-69.6753721,-21.922,17.33250,265,2017,-0.497,-47.142
61.0340964,-69.6753979,-22.115,17.33278,265,2017,-0.689,-47.113
61.0341036,-69.6754172,-20.784,17.33306,265,2017,0.642,-43.168
61.0341963,-69.6755872,-21.119,17.33556,265,2017,0.307,-47.732
61.0349858,-69.6772817,-8.840,17.35722,265,2017,12.588,-24.066
61.0349970,-69.6773021,-8.673,17.35750,265,2017,12.755,-23.947
61.0350075,-69.6773254,-8.970,17.35778,265,2017,12.458,-24.497
61.0350182,-69.6773468,-8.915,17.35806,265,2017,12.514,-23.735
61.0350284,-69.6773672,-9.694,17.35833,265,2017,11.735,-25.511
61.0350393,-69.6773951,-8.433,17.35861,265,2017,12.996,-23.763
61.0350490,-69.6774213,-8.842,17.35889,265,2017,12.587,-23.111
61.0350611,-69.6774489,-8.755,17.35917,265,2017,12.674,-22.849
61.0352667,-69.6778226,-21.688,17.36417,265,2017,-0.259,-47.683
61.0352724,-69.6778416,-23.187,17.36444,265,2017,-1.758,-51.874
61.0352843,-69.6778687,-21.657,17.36472,265,2017,-0.228,-48.062
61.0355068,-69.6783458,-16.756,17.37056,265,2017,4.674,-34.197
61.0355133,-69.6783701,-14.852,17.37083,265,2017,6.578,-31.953
61.0356597,-69.6787546,-21.855,17.37556,265,2017,-0.424,-47.592
61.0356713,-69.6787682,-22.274,17.37583,265,2017,-0.843,-47.845
61.0357193,-69.6788515,-19.950,17.37694,265,2017,1.481,-44.022
61.0357272,-69.6788757,-22.011,17.37722,265,2017,-0.580,-49.167
61.0357382,-69.6788978,-20.863,17.37750,265,2017,0.568,-47.153
61.0357433,-69.6789225,-22.056,17.37778,265,2017,-0.625,-49.396
61.0357512,-69.6789501,-21.176,17.37806,265,2017,0.255,-47.360
61.0357532,-69.6789769,-21.361,17.37833,265,2017,0.070,-47.462
61.0358362,-69.6793682,-13.572,17.38222,265,2017,7.859,-34.356
61.0363115,-69.6806497,-24.300,17.39667,265,2017,-2.867,-53.110
61.0363220,-69.6806639,-24.338,17.39694,265,2017,-2.905,-53.498
61.0363332,-69.6806931,-23.691,17.39722,265,2017,-2.258,-52.050
61.0363418,-69.6807087,-22.680,17.39750,265,2017,-1.247,-52.151
61.0364335,-69.6809201,-23.445,17.40056,265,2017,-2.011,-53.992
61.0364383,-69.6809338,-23.786,17.40083,265,2017,-2.352,-54.684
61.0364445,-69.6809477,-24.118,17.40111,265,2017,-2.684,-54.806
61.0364479,-69.6809671,-23.789,17.40139,265,2017,-2.355,-54.504
61.0364518,-69.6809890,-24.094,17.40167,265,2017,-2.660,-55.631
61.0364593,-69.6810090,-24.195,17.40194,265,2017,-2.761,-54.990
61.0364668,-69.6810270,-23.929,17.40222,265,2017,-2.495,-54.312
61.0364730,-69.6810469,-23.845,17.40250,265,2017,-2.411,-54.382
61.0364796,-69.6810626,-23.889,17.40278,265,2017,-2.455,-55.005
61.0364865,-69.6810786,-23.987,17.40306,265,2017,-2.553,-54.102
61.0364937,-69.6810985,-24.121,17.40333,265,2017,-2.687,-55.145
61.0364994,-69.6811215,-23.700,17.40361,265,2017,-2.266,-54.863
61.0365068,-69.6811406,-23.867,17.40389,265,2017,-2.433,-54.188
61.0365128,-69.6811659,-23.783,17.40417,265,2017,-2.349,-54.578
61.0365199,-69.6811897,-24.313,17.40444,265,2017,-2.879,-55.757
61.0365301,-69.6812075,-24.285,17.40472,265,2017,-2.851,-55.403
61.0365392,-69.6812308,-24.043,17.40500,265,2017,-2.609,-55.055
61.0365474,-69.6812561,-23.896,17.40528,265,2017,-2.462,-55.514
61.0366359,-69.6814213,-19.682,17.40750,265,2017,1.752,-44.103
61.0366364,-69.6814489,-20.949,17.40778,265,2017,0.485,-47.489
61.0366465,-69.6814774,-21.460,17.40806,265,2017,-0.026,-48.645
61.0366495,-69.6814890,-20.870,17.40833,265,2017,0.564,-47.414
61.0366758,-69.6816516,-21.971,17.41056,265,2017,-0.536,-49.676
61.0367242,-69.6817687,-21.590,17.41222,265,2017,-0.155,-48.802
61.0367333,-69.6817890,-21.910,17.41250,265,2017,-0.475,-49.717
61.0367418,-69.6818067,-21.654,17.41278,265,2017,-0.219,-49.866
61.0368533,-69.6819779,-23.859,17.41556,265,2017,-2.424,-53.856
61.0368652,-69.6819900,-23.844,17.41583,265,2017,-2.409,-53.542
61.0368747,-69.6820064,-23.693,17.41611,265,2017,-2.258,-52.948
61.0368843,-69.6820240,-23.654,17.41639,265,2017,-2.219,-53.351
