Northing,Easting,Lat (DD),Long (DD),Depth (Proc)
6766979.179,463898.821,61.0359800,-069.6682433,42.027
6766977.021,463895.778,61.0359603,-069.6682992,42.205
6766978.973,463902.162,61.0359784,-069.6681814,42.562
6766979.444,463902.251,61.0359827,-069.6681799,42.172
6766984.112,463895.126,61.0360239,-069.6683127,48.897
6766982.171,463892.698,61.0360063,-069.6683572,48.780
6766983.475,463890.024,61.0360178,-069.6684070,48.928
6766985.203,463890.150,61.0360333,-069.6684050,48.327
6766987.153,463887.960,61.0360506,-069.6684459,48.792
6766988.579,463890.844,61.0360636,-069.6683928,47.814
6766986.451,463884.841,61.0360440,-069.6685034,46.992
6766993.990,463879.068,61.0361111,-069.6686117,45.790
6766988.658,463886.839,61.0360640,-069.6684669,46.746
6766992.351,463881.425,61.0360967,-069.6685678,46.705
6766996.517,463874.726,61.0361334,-069.6686926,45.031
6766995.673,463878.689,61.0361262,-069.6686191,46.231
6766996.812,463872.116,61.0361358,-069.6687409,45.168
6767000.190,463869.432,61.0361659,-069.6687912,44.572
6767000.450,463865.231,61.0361679,-069.6688691,43.894
6766999.450,463865.670,61.0361589,-069.6688607,44.517
6766998.132,463860.329,61.0361466,-069.6689594,48.206
6766999.156,463855.027,61.0361553,-069.6690577,48.249
6767007.568,463856.358,61.0362310,-069.6690346,56.608
6767007.484,463852.063,61.0362298,-069.6691141,56.947
6767012.138,463853.758,61.0362717,-069.6690836,57.041
6767011.666,463847.497,61.0362669,-069.6691994,55.552
6767009.931,463850.581,61.0362516,-069.6691420,55.752
6767010.566,463840.211,61.0362564,-069.6693341,54.119
6767014.444,463844.807,61.0362916,-069.6692497,54.945
6767016.742,463839.222,61.0363117,-069.6693535,53.962
6767014.527,463841.078,61.0362920,-069.6693188,54.160
6767018.970,463839.183,61.0363317,-069.6693547,54.348
6767018.018,463833.626,61.0363227,-069.6694574,53.187
6767021.811,463831.569,61.0363565,-069.6694962,53.442
6767021.630,463832.378,61.0363550,-069.6694811,53.963
6767021.942,463830.579,61.0363576,-069.6695145,53.548
6767026.586,463822.736,61.0363986,-069.6696605,55.572
6767028.276,463828.499,61.0364143,-069.6695542,56.290
6767024.516,463824.780,61.0363802,-069.6696223,53.834
6767031.268,463823.023,61.0364407,-069.6696561,53.681
6767029.919,463812.583,61.0364276,-069.6698491,52.096
6767034.108,463818.625,61.0364658,-069.6697381,52.810
6767031.824,463816.636,61.0364451,-069.6697744,52.324
6767034.110,463807.809,61.0364648,-069.6699383,51.281
6767035.379,463809.190,61.0364763,-069.6699129,52.329
6767039.724,463807.473,61.0365151,-069.6699455,52.805
6767038.200,463809.198,61.0365016,-069.6699133,54.304
6767043.216,463804.850,61.0365463,-069.6699947,52.221
6767045.678,463802.510,61.0365681,-069.6700385,52.035
6767048.394,463798.415,61.0365921,-069.6701148,51.387
6767047.187,463800.390,61.0365815,-069.6700781,52.038
6767044.594,463797.413,61.0365579,-069.6701327,51.296
6767048.467,463793.181,61.0365923,-069.6702117,51.011
6767058.410,463786.411,61.0366810,-069.6703389,49.106
6767056.647,463790.287,61.0366655,-069.6702668,50.933
6767057.220,463790.429,61.0366706,-069.6702643,52.085
6767056.046,463779.134,61.0366591,-069.6704732,52.913
6767057.502,463781.613,61.0366724,-069.6704276,52.939
6767063.777,463778.984,61.0367285,-069.6704774,52.971
6767060.273,463781.458,61.0366972,-069.6704309,52.760
6767061.384,463772.722,61.0367064,-069.6705929,52.253
6767068.766,463771.705,61.0367726,-069.6706131,53.049
6767071.560,463768.118,61.0367973,-069.6706800,52.475
6767070.693,463768.589,61.0367896,-069.6706711,53.378
6767074.290,463765.115,61.0368216,-069.6707361,52.711
6767071.100,463767.519,61.0367931,-069.6706910,52.434
6767075.612,463760.711,61.0368330,-069.6708179,51.578
6767073.784,463762.194,61.0368167,-069.6707901,52.710
6767075.250,463757.987,61.0368295,-069.6708682,51.939
6767078.086,463758.446,61.0368550,-069.6708603,54.175
6767081.568,463751.842,61.0368857,-069.6709832,60.781
6767080.789,463755.632,61.0368790,-069.6709129,51.803
6767080.662,463754.340,61.0368778,-069.6709367,58.029
6767078.594,463746.159,61.0368585,-069.6710878,57.733
6767088.199,463748.164,61.0369449,-069.6710525,57.988
6767080.607,463749.058,61.0368768,-069.6710345,58.863
6767091.099,463747.210,61.0369708,-069.6710707,59.411
6767083.517,463734.812,61.0369016,-069.6712987,56.750
6767091.836,463737.587,61.0369765,-069.6712489,57.276
6767091.341,463736.099,61.0369720,-069.6712764,57.379
6767093.339,463734.182,61.0369897,-069.6713123,56.560
6767095.194,463735.077,61.0370065,-069.6712960,57.489
6767094.661,463732.843,61.0370015,-069.6713373,57.771
6767093.754,463730.419,61.0369931,-069.6713820,57.329
6767096.492,463724.228,61.0370171,-069.6714971,55.714
6767100.378,463733.650,61.0370529,-069.6713234,56.094
6767098.834,463720.528,61.0370378,-069.6715660,55.362
6767098.370,463728.445,61.0370344,-069.6714194,56.294
6767097.596,463733.563,61.0370279,-069.6713245,55.584
6767105.854,463721.213,61.0371009,-069.6715547,55.656
6767106.154,463723.055,61.0371037,-069.6715206,58.219
6767108.315,463723.962,61.0371232,-069.6715043,56.920
6767116.597,463711.142,61.0371964,-069.6717431,54.149
6767106.547,463712.095,61.0371063,-069.6717236,55.964
6767114.024,463709.915,61.0371732,-069.6717654,55.456
6767112.900,463708.736,61.0371630,-069.6717870,55.652
6767114.127,463714.829,61.0371746,-069.6716744,56.255
6767121.567,463707.584,61.0372407,-069.6718099,56.214
6767118.984,463702.989,61.0372171,-069.6718945,56.220
6767121.128,463703.726,61.0372364,-069.6718813,57.032
6767125.592,463700.342,61.0372761,-069.6719447,55.993
6767130.206,463702.819,61.0373178,-069.6718998,55.885
6767125.815,463704.065,61.0372785,-069.6718759,56.242
6767128.499,463694.410,61.0373017,-069.6720551,55.745
6767137.010,463699.035,61.0373785,-069.6719711,55.553
6767132.650,463700.420,61.0373395,-069.6719446,55.060
6767134.207,463692.945,61.0373528,-069.6720833,55.480
6767139.086,463695.150,61.0373968,-069.6720434,54.672
6767136.614,463691.636,61.0373743,-069.6721080,54.843
6767141.534,463694.837,61.0374188,-069.6720497,55.052
6767134.263,463690.008,61.0373530,-069.6721377,54.056
6767144.424,463692.468,61.0374445,-069.6720941,54.631
6767138.582,463691.365,61.0373919,-069.6721134,54.531
6767148.910,463686.955,61.0374842,-069.6721970,54.023
6767152.216,463691.901,61.0375144,-069.6721060,53.724
6767152.124,463687.152,61.0375131,-069.6721939,54.062
6767155.037,463681.288,61.0375387,-069.6723030,53.330
6767152.335,463680.282,61.0375144,-069.6723211,53.390
6767154.716,463683.368,61.0375360,-069.6722645,53.708
6767157.182,463683.115,61.0375582,-069.6722696,54.056
6767160.924,463686.066,61.0375920,-069.6722157,53.989
6767156.846,463677.307,61.0375546,-069.6723770,52.652
6767163.377,463677.767,61.0376133,-069.6723698,51.790
6767170.959,463676.527,61.0376812,-069.6723942,51.168
6767166.308,463675.092,61.0376393,-069.6724198,52.222
6767173.376,463671.775,61.0377025,-069.6724826,50.815
6767168.975,463669.641,61.0376628,-069.6725213,51.390
6767166.817,463670.361,61.0376435,-069.6725075,51.351
6767177.107,463670.123,61.0377358,-069.6725139,52.851
6767170.920,463669.803,61.0376802,-069.6725186,53.152
6767179.449,463659.620,61.0377559,-069.6727087,51.934
6767183.249,463658.096,61.0377899,-069.6727377,52.324
6767185.984,463655.363,61.0378141,-069.6727888,51.861
6767189.888,463649.967,61.0378487,-069.6728894,51.724
6767188.768,463651.500,61.0378388,-069.6728608,50.947
6767191.192,463646.597,61.0378601,-069.6729520,50.537
6767191.272,463644.401,61.0378606,-069.6729927,50.713
6767190.607,463643.282,61.0378545,-069.6730133,50.822
6767195.639,463643.031,61.0378997,-069.6730189,50.588
6767188.507,463640.868,61.0378355,-069.6730575,50.344
6767194.592,463636.201,61.0378897,-069.6731451,50.933
6767197.173,463636.605,61.0379129,-069.6731381,58.993
6767201.672,463633.584,61.0379530,-069.6731949,58.537
6767204.645,463630.002,61.0379793,-069.6732617,57.351
6767202.853,463628.566,61.0379631,-069.6732880,56.841
6767198.377,463626.938,61.0379228,-069.6733173,56.267
6767206.357,463630.388,61.0379947,-069.6732549,56.482
6767203.909,463632.034,61.0379729,-069.6732240,56.264
6767207.680,463621.546,61.0380058,-069.6734189,57.215
6767209.940,463620.919,61.0380260,-069.6734309,55.883
6767212.086,463613.924,61.0380447,-069.6735608,56.047
6767207.423,463621.131,61.0380035,-069.6734265,56.499
6767213.896,463620.390,61.0380615,-069.6734414,56.645
6767211.981,463610.459,61.0380434,-069.6736249,54.658
6767216.230,463616.860,61.0380821,-069.6735072,54.252
6767218.637,463609.951,61.0381031,-069.6736355,54.135
6767227.012,463609.740,61.0381783,-069.6736410,53.325
6767227.917,463601.210,61.0381856,-069.6737991,52.421
6767225.401,463606.916,61.0381635,-069.6736930,53.217
6767221.316,463599.507,61.0381262,-069.6738294,52.316
6767228.556,463604.296,61.0381916,-069.6737421,52.945
6767225.678,463602.332,61.0381656,-069.6737779,53.047
6767230.346,463600.198,61.0382073,-069.6738183,54.455
6767232.438,463596.684,61.0382258,-069.6738838,53.087
6767234.408,463593.191,61.0382431,-069.6739488,53.176
6767241.397,463591.230,61.0383057,-069.6739864,54.646
6767240.313,463586.154,61.0382955,-069.6740802,54.836
6767238.509,463585.975,61.0382793,-069.6740831,54.520
6767245.408,463580.474,61.0383407,-069.6741863,53.488
6767247.280,463580.193,61.0383575,-069.6741918,53.284
6767248.749,463578.877,61.0383705,-069.6742165,52.915
6767246.393,463569.038,61.0383485,-069.6743982,51.459
6767251.869,463573.397,61.0383981,-069.6743185,51.929
6767245.668,463575.035,61.0383425,-069.6742870,52.418
6767245.432,463578.676,61.0383408,-069.6742196,57.408
6767249.834,463572.032,61.0383797,-069.6743434,62.122
6767253.467,463568.854,61.0384120,-069.6744029,61.923
6767249.522,463568.890,61.0383766,-069.6744015,61.240
6767257.774,463559.612,61.0384498,-069.6745748,59.970
6767250.634,463568.719,61.0383865,-069.6744049,59.882
6767254.314,463562.201,61.0384190,-069.6745262,59.574
6767258.236,463556.927,61.0384537,-069.6746246,59.006
6767254.607,463556.685,61.0384211,-069.6746284,59.036
6767260.210,463555.542,61.0384713,-069.6746506,57.832
6767258.971,463555.003,61.0384601,-069.6746603,57.954
6767265.402,463545.260,61.0385169,-069.6748419,55.618
6767258.422,463554.381,61.0384551,-069.6746717,57.244
6767266.244,463552.153,61.0385251,-069.6747145,57.742
6767266.579,463548.132,61.0385278,-069.6747890,56.278
6767265.848,463539.142,61.0385204,-069.6749552,55.084
6767266.832,463544.618,61.0385297,-069.6748541,55.497
6767273.255,463536.327,61.0385866,-069.6750088,54.876
6767272.799,463537.273,61.0385826,-069.6749912,54.246
6767276.961,463530.373,61.0386193,-069.6751197,53.843
6767273.884,463531.697,61.0385918,-069.6750946,55.120
6767277.964,463530.331,61.0386283,-069.6751207,54.376
6767276.087,463528.470,61.0386113,-069.6751547,54.689
6767280.235,463521.727,61.0386479,-069.6752803,53.157
6767279.224,463531.888,61.0386398,-069.6750921,53.722
6767282.327,463524.374,61.0386669,-069.6752317,53.289
6767279.444,463519.819,61.0386406,-069.6753155,53.019
6767284.892,463516.365,61.0386892,-069.6753805,52.676
6767276.500,463515.003,61.0386138,-069.6754041,50.306
6767287.078,463513.601,61.0387086,-069.6754321,50.487
6767294.829,463518.272,61.0387786,-069.6753471,52.799
6767290.641,463509.048,61.0387402,-069.6755170,47.902
6767288.665,463510.043,61.0387225,-069.6754982,49.505
6767289.095,463504.927,61.0387259,-069.6755930,48.171
6767290.098,463511.008,61.0387355,-069.6754806,43.570
6767288.701,463505.378,61.0387224,-069.6755846,42.933
6767295.224,463510.284,61.0387814,-069.6754950,42.277
6767290.080,463503.433,61.0387346,-069.6756208,43.003
6767290.199,463503.633,61.0387357,-069.6756172,42.148
6767295.099,463498.876,61.0387792,-069.6757062,41.868
6767295.615,463495.251,61.0387835,-069.6757734,41.254
6767297.457,463496.774,61.0388002,-069.6757455,41.560
6767292.091,463492.843,61.0387517,-069.6758173,40.427
6767305.382,463482.658,61.0388701,-069.6760083,55.434
6767310.451,463475.736,61.0389149,-069.6761374,63.905
6767304.133,463472.625,61.0388579,-069.6761938,62.787
6767316.310,463472.088,61.0389672,-069.6762061,63.315
6767318.811,463469.629,61.0389894,-069.6762521,63.679
6767319.561,463468.751,61.0389960,-069.6762685,63.950
6767319.015,463467.247,61.0389910,-069.6762962,62.951
6767324.741,463464.078,61.0390421,-069.6763560,61.892
6767321.927,463461.495,61.0390166,-069.6764032,62.382
6767330.053,463465.709,61.0390900,-069.6763268,60.476
6767325.567,463463.167,61.0390494,-069.6763730,61.428
6767321.869,463470.186,61.0390169,-069.6762423,59.957
6767330.218,463460.207,61.0390909,-069.6764287,59.198
6767329.393,463461.644,61.0390837,-069.6764019,59.514
6767331.129,463460.981,61.0390992,-069.6764145,58.638
6767330.252,463456.347,61.0390909,-069.6765001,58.978
6767334.028,463457.126,61.0391248,-069.6764864,57.729
6767333.043,463449.378,61.0391153,-069.6766297,57.995
6767335.337,463451.550,61.0391361,-069.6765899,54.110
6767337.896,463445.373,61.0391585,-069.6767047,51.950
6767336.881,463447.282,61.0391495,-069.6766692,52.291
6767338.400,463439.222,61.0391624,-069.6768187,52.194
6767342.377,463440.433,61.0391982,-069.6767970,53.057
6767345.605,463442.357,61.0392274,-069.6767620,51.281
6767342.139,463438.765,61.0391960,-069.6768278,56.699
6767347.112,463444.181,61.0392411,-069.6767285,57.010
6767346.196,463437.680,61.0392323,-069.6768487,58.853
6767355.213,463439.727,61.0393134,-069.6768125,55.236
6767350.234,463432.339,61.0392680,-069.6769483,57.409
6767350.174,463435.663,61.0392678,-069.6768868,57.889
6767353.101,463429.097,61.0392935,-069.6770089,56.381
6767351.281,463427.964,61.0392770,-069.6770295,57.863
6767353.076,463430.964,61.0392934,-069.6769743,56.596
6767356.257,463426.932,61.0393216,-069.6770496,57.291
6767362.919,463420.322,61.0393808,-069.6771732,56.357
6767358.936,463419.773,61.0393450,-069.6771826,56.764
6767358.752,463423.953,61.0393437,-069.6771052,56.965
6767358.312,463416.541,61.0393391,-069.6772423,56.354
6767370.985,463412.360,61.0394525,-069.6773221,54.980
6767366.935,463417.036,61.0394165,-069.6772348,56.751
6767363.358,463417.398,61.0393845,-069.6772274,57.298
6767365.133,463414.228,61.0394001,-069.6772864,57.305
6767371.462,463407.026,61.0394562,-069.6774210,56.527
6767369.466,463411.181,61.0394387,-069.6773437,57.301
6767364.726,463409.092,61.0393960,-069.6773814,57.495
6767366.292,463407.056,61.0394098,-069.6774194,57.608
6767369.336,463412.622,61.0394377,-069.6773170,58.955
6767367.430,463404.412,61.0394198,-069.6774686,58.185
6767363.213,463403.004,61.0393818,-069.6774938,58.278
6767365.065,463404.094,61.0393985,-069.6774740,58.592
6767361.603,463398.202,61.0393669,-069.6775824,58.500
6767358.310,463395.704,61.0393371,-069.6776280,58.251
6767358.971,463394.739,61.0393430,-069.6776460,58.985
6767355.139,463395.658,61.0393087,-069.6776283,59.105
6767354.630,463394.845,61.0393040,-069.6776432,59.319
6767350.623,463394.767,61.0392680,-069.6776439,58.738
6767348.391,463395.750,61.0392481,-069.6776253,58.669
6767344.635,463394.213,61.0392142,-069.6776530,58.550
6767343.583,463396.601,61.0392050,-069.6776086,59.174
6767343.365,463397.898,61.0392032,-069.6775845,59.492
6767340.414,463393.844,61.0391763,-069.6776590,59.205
6767335.555,463395.880,61.0391329,-069.6776204,58.958
6767334.144,463395.940,61.0391202,-069.6776190,58.706
6767328.686,463391.726,61.0390708,-069.6776960,57.627
6767317.742,463380.488,61.0389715,-069.6779019,55.387
6767315.855,463379.664,61.0389545,-069.6779168,55.275
6767318.509,463375.386,61.0389779,-069.6779965,55.314
6767312.154,463374.011,61.0389208,-069.6780207,56.422
6767310.354,463367.281,61.0389040,-069.6781450,55.745
6767316.460,463369.295,61.0389590,-069.6781089,54.028
6767313.784,463368.258,61.0389349,-069.6781275,57.199
6767312.728,463358.673,61.0389245,-069.6783048,52.683
6767282.571,463258.415,61.0386444,-069.6801548,58.936
6767286.198,463262.514,61.0386774,-069.6800796,60.664
6767311.230,463163.102,61.0388928,-069.6819246,71.367
6767319.207,463171.703,61.0389652,-069.6817669,71.724
6767312.080,463163.541,61.0389005,-069.6819166,70.865
6767320.220,463157.779,61.0389730,-069.6820249,71.823
6767316.615,463157.147,61.0389406,-069.6820359,70.770
6767313.951,463150.616,61.0389161,-069.6821562,66.310
6767317.181,463146.251,61.0389447,-069.6822376,69.773
6767341.664,463101.510,61.0391603,-069.6830706,73.164
6767338.842,463089.399,61.0391338,-069.6832942,67.670
6767366.233,463056.584,61.0393766,-069.6839069,63.532
6767367.906,463049.158,61.0393909,-069.6840447,60.468
6767371.108,463045.105,61.0394193,-069.6841203,55.444
6767407.194,463049.936,61.0397437,-069.6840379,66.836
6767394.992,463058.445,61.0396350,-069.6838780,62.602
6767390.912,463065.961,61.0395990,-069.6837381,69.127
6767389.180,463069.233,61.0395838,-069.6836772,65.770
6767339.102,463167.992,61.0391435,-069.6818394,69.844
6767331.138,463169.029,61.0390721,-069.6818187,69.031
6767322.111,463173.532,61.0389915,-069.6817336,68.485
6767326.128,463176.449,61.0390278,-069.6816804,68.927
6767326.939,463175.705,61.0390350,-069.6816943,68.872
6767324.558,463180.642,61.0390141,-069.6816025,68.906
6767324.120,463178.623,61.0390100,-069.6816398,68.353
6767317.801,463180.535,61.0389534,-069.6816032,67.294
6767325.028,463184.612,61.0390187,-069.6815291,68.012
6767316.468,463185.910,61.0389420,-069.6815034,67.118
6767313.499,463182.400,61.0389150,-069.6815678,66.302
6767319.306,463186.754,61.0389675,-069.6814883,66.975
6767320.266,463186.494,61.0389761,-069.6814933,66.914
6767313.938,463189.907,61.0389196,-069.6814289,66.394
6767305.119,463190.364,61.0388405,-069.6814188,64.963
6767310.902,463191.538,61.0388925,-069.6813982,65.814
6767311.647,463195.399,61.0388996,-069.6813268,65.801
6767308.093,463197.684,61.0388679,-069.6812838,65.399
6767307.332,463197.890,61.0388611,-069.6812799,65.260
6767307.609,463199.440,61.0388637,-069.6812512,65.154
6767302.891,463202.681,61.0388216,-069.6811903,64.492
6767302.489,463199.585,61.0388177,-069.6812476,64.545
6767303.919,463205.738,61.0388311,-069.6811340,64.517
6767300.264,463207.901,61.0387985,-069.6810932,64.216
6767299.062,463208.117,61.0387878,-069.6810890,64.092
6767296.221,463206.429,61.0387621,-069.6811197,64.200
6767298.670,463212.685,61.0387847,-069.6810044,63.977
6767294.467,463211.824,61.0387469,-069.6810195,63.723
6767296.143,463207.780,61.0387615,-069.6810947,63.543
6767294.188,463216.573,61.0387448,-069.6809315,63.750
6767293.486,463216.537,61.0387385,-069.6809320,63.483
6767289.937,463219.039,61.0387069,-069.6808851,63.227
6767282.923,463220.888,61.0386441,-069.6808495,62.448
6767284.497,463222.953,61.0386584,-069.6808116,62.937
6767290.450,463224.331,61.0387120,-069.6807872,62.835
6767285.687,463226.293,61.0386694,-069.6807500,62.868
6767286.814,463230.849,61.0386799,-069.6806659,62.239
6767274.586,463227.732,61.0385699,-069.6807212,61.363
6767276.461,463230.364,61.0385870,-069.6806728,61.840
6767283.472,463230.666,61.0386499,-069.6806686,61.853
6767278.133,463231.570,61.0386021,-069.6806508,62.189
6767278.576,463231.370,61.0386060,-069.6806546,61.782
6767272.070,463234.045,61.0385479,-069.6806039,61.286
6767270.544,463234.128,61.0385342,-069.6806020,61.216
6767272.075,463237.809,61.0385483,-069.6805342,60.156
6767268.995,463237.566,61.0385206,-069.6805381,60.862
6767266.403,463238.935,61.0384975,-069.6805122,60.796
6767265.489,463240.229,61.0384894,-069.6804881,61.162
6767265.263,463240.459,61.0384874,-069.6804838,59.509
6767263.769,463244.251,61.0384743,-069.6804134,59.223
6767259.197,463243.816,61.0384332,-069.6804205,60.054
6767260.024,463244.667,61.0384407,-069.6804049,60.076
6767260.790,463247.733,61.0384479,-069.6803483,60.137
6767255.297,463249.363,61.0383987,-069.6803171,59.525
6767253.730,463247.861,61.0383845,-069.6803446,56.942
6767251.722,463249.474,61.0383667,-069.6803143,59.385
6767248.615,463251.856,61.0383390,-069.6802697,58.758
6767249.046,463254.597,61.0383431,-069.6802190,58.948
6767250.049,463255.688,61.0383522,-069.6801990,58.957
6767249.771,463256.626,61.0383498,-069.6801816,59.009
6767244.916,463259.556,61.0383065,-069.6801264,59.000
6767242.025,463258.948,61.0382805,-069.6801371,58.659
6767243.026,463260.871,61.0382896,-069.6801017,58.980
6767242.435,463262.425,61.0382845,-069.6800728,58.714
6767241.465,463266.708,61.0382762,-069.6799934,58.379
6767238.277,463264.592,61.0382474,-069.6800319,58.444
6767234.657,463269.677,61.0382153,-069.6799371,58.079
6767234.136,463267.557,61.0382105,-069.6799762,58.134
6767238.635,463273.170,61.0382514,-069.6798732,58.224
6767229.271,463274.478,61.0381674,-069.6798472,57.754
6767229.516,463273.645,61.0381696,-069.6798627,58.123
6767227.169,463274.682,61.0381486,-069.6798430,58.110
6767225.536,463277.027,61.0381341,-069.6797993,57.828
6767223.329,463280.619,61.0381147,-069.6797324,57.648
6767219.788,463279.852,61.0380828,-069.6797459,56.806
6767224.518,463281.653,61.0381254,-069.6797135,57.866
6767222.331,463287.611,61.0381064,-069.6796028,57.449
6767218.546,463285.792,61.0380722,-069.6796357,57.804
6767214.923,463287.391,61.0380398,-069.6796054,57.266
6767214.987,463288.658,61.0380405,-069.6795820,57.436
6767213.758,463289.023,61.0380295,-069.6795750,57.300
6767213.133,463290.772,61.0380241,-069.6795425,57.328
6767214.870,463293.173,61.0380399,-069.6794984,57.573
6767208.539,463295.565,61.0379833,-069.6794529,57.321
6767204.953,463294.859,61.0379510,-069.6794653,57.973
6767201.765,463293.941,61.0379223,-069.6794817,57.074
6767209.681,463296.218,61.0379936,-069.6794410,57.692
6767207.944,463297.620,61.0379781,-069.6794147,57.806
6767204.135,463298.692,61.0379440,-069.6793942,57.922
6767198.051,463301.288,61.0378897,-069.6793450,57.414
6767198.563,463304.212,61.0378945,-069.6792909,58.123
6767198.271,463303.448,61.0378918,-069.6793050,57.996
6767194.188,463307.572,61.0378556,-069.6792279,58.240
6767191.636,463308.165,61.0378327,-069.6792164,57.973
6767194.609,463309.520,61.0378595,-069.6791919,58.656
6767191.472,463312.224,61.0378316,-069.6791413,58.507
6767187.730,463313.727,61.0377982,-069.6791127,58.451
6767185.779,463314.149,61.0377807,-069.6791045,58.142
6767188.707,463316.739,61.0378072,-069.6790572,58.727
6767186.012,463319.309,61.0377833,-069.6790091,58.717
6767183.746,463318.712,61.0377629,-069.6790197,58.848
6767182.087,463323.010,61.0377484,-069.6789398,59.017
6767179.123,463322.654,61.0377217,-069.6789458,58.393
6767179.927,463323.257,61.0377290,-069.6789348,58.830
6767182.973,463328.000,61.0377568,-069.6788476,58.970
6767179.401,463327.824,61.0377247,-069.6788502,59.083
6767178.132,463328.953,61.0377134,-069.6788291,59.150
6767174.455,463328.992,61.0376804,-069.6788276,59.053
6767171.675,463331.833,61.0376557,-069.6787745,58.925
6767170.452,463333.519,61.0376449,-069.6787431,58.973
6767172.174,463332.355,61.0376603,-069.6787650,59.388
6767168.212,463337.143,61.0376251,-069.6786756,59.165
6767164.666,463339.356,61.0375935,-069.6786339,59.038
6767167.454,463339.422,61.0376185,-069.6786332,59.740
6767166.167,463341.703,61.0376072,-069.6785908,59.483
6767166.040,463344.106,61.0376063,-069.6785463,59.478
6767164.833,463347.279,61.0375957,-069.6784873,59.500
6767159.414,463347.923,61.0375472,-069.6784743,59.583
6767159.788,463346.277,61.0375504,-069.6785049,59.446
6767161.971,463350.593,61.0375704,-069.6784254,59.639
6767159.351,463352.800,61.0375470,-069.6783840,59.697
6767158.125,463355.895,61.0375363,-069.6783265,59.502
6767159.804,463355.269,61.0375513,-069.6783384,59.481
6767155.695,463358.220,61.0375147,-069.6782830,59.500
6767154.534,463357.564,61.0375042,-069.6782950,58.941
6767153.657,463360.895,61.0374967,-069.6782331,59.122
6767150.073,463365.516,61.0374649,-069.6781469,58.578
6767147.214,463363.605,61.0374391,-069.6781817,58.387
6767152.671,463365.472,61.0374883,-069.6781482,58.809
6767149.804,463369.952,61.0374629,-069.6780647,58.693
6767146.959,463374.709,61.0374378,-069.6779762,58.380
6767144.990,463374.366,61.0374201,-069.6779821,58.969
6767144.979,463374.261,61.0374200,-069.6779841,59.049
6767147.070,463375.047,61.0374389,-069.6779699,58.864
6767147.995,463376.391,61.0374473,-069.6779452,58.636
6767137.604,463380.081,61.0373544,-069.6778749,58.416
6767136.942,463382.402,61.0373486,-069.6778318,58.077
6767140.075,463384.363,61.0373769,-069.6777961,58.241
6767138.615,463385.394,61.0373639,-069.6777768,58.444
6767133.603,463385.615,61.0373189,-069.6777717,57.879
6767134.087,463389.427,61.0373236,-069.6777013,58.101
6767132.327,463393.607,61.0373082,-069.6776236,57.656
6767137.535,463394.781,61.0373551,-069.6776028,58.017
6767136.100,463393.478,61.0373421,-069.6776267,58.093
6767127.863,463398.170,61.0372686,-069.6775382,57.628
6767127.925,463398.898,61.0372692,-069.6775248,57.876
6767127.589,463405.481,61.0372668,-069.6774029,57.703
6767123.387,463405.107,61.0372290,-069.6774090,57.633
6767125.566,463407.962,61.0372489,-069.6773566,58.336
6767120.526,463410.240,61.0372038,-069.6773134,58.457
6767116.813,463412.505,61.0371707,-069.6772708,57.906
6767116.925,463413.410,61.0371718,-069.6772541,58.423
6767120.476,463416.245,61.0372039,-069.6772023,58.158
6767117.959,463417.761,61.0371815,-069.6771737,58.170
6767114.976,463419.807,61.0371549,-069.6771353,58.268
6767111.582,463420.313,61.0371245,-069.6771253,57.166
6767110.150,463419.887,61.0371116,-069.6771329,56.507
6767109.507,463422.824,61.0371061,-069.6770784,56.106
6767109.556,463423.651,61.0371066,-069.6770631,56.367
6767108.538,463425.247,61.0370976,-069.6770334,58.492
6767107.004,463429.726,61.0370843,-069.6769502,59.162
6767103.192,463429.349,61.0370500,-069.6769564,58.893
6767105.209,463432.410,61.0370684,-069.6769001,58.922
6767103.367,463432.753,61.0370519,-069.6768934,58.908
6767104.648,463435.400,61.0370636,-069.6768447,59.043
6767098.653,463436.258,61.0370099,-069.6768277,56.609
6767097.418,463437.734,61.0369989,-069.6768001,59.376
6767094.281,463439.921,61.0369710,-069.6767590,59.092
6767095.898,463439.730,61.0369855,-069.6767629,59.126
6767094.017,463442.636,61.0369689,-069.6767087,59.014
6767090.777,463444.915,61.0369400,-069.6766659,59.280
6767090.028,463443.198,61.0369331,-069.6766975,59.969
6767090.271,463445.708,61.0369355,-069.6766511,60.029
6767088.429,463448.478,61.0369192,-069.6765995,59.885
6767091.384,463450.991,61.0369460,-069.6765536,60.056
6767084.981,463451.755,61.0368886,-069.6765382,60.280
6767082.778,463455.558,61.0368692,-069.6764674,60.126
6767082.771,463456.224,61.0368692,-069.6764551,60.491
6767084.076,463456.578,61.0368809,-069.6764488,60.602
6767078.911,463460.471,61.0368349,-069.6763757,60.413
6767076.061,463461.361,61.0368094,-069.6763587,60.408
6767072.344,463464.062,61.0367763,-069.6763080,60.085
6767071.025,463464.485,61.0367645,-069.6762999,60.132
6767071.693,463465.987,61.0367706,-069.6762722,60.125
6767074.278,463466.565,61.0367939,-069.6762620,60.252
6767071.811,463466.864,61.0367718,-069.6762560,60.144
6767068.203,463468.910,61.0367396,-069.6762175,59.873
6767063.944,463470.947,61.0367015,-069.6761790,59.578
6767065.286,463472.016,61.0367137,-069.6761594,59.470
6767065.805,463474.327,61.0367185,-069.6761167,59.575
6767062.312,463475.718,61.0366873,-069.6760903,59.366
