Northing,Easting,Lat (DD),Long (DD),Depth (Proc)
6767061.011,463476.228,61.0366757,-069.6760806,59.172
6767058.342,463478.244,61.0366519,-069.6760428,57.238
6767056.779,463484.323,61.0366384,-069.6759300,56.383
6767050.942,463484.745,61.0365861,-069.6759211,55.869
6767052.456,463487.689,61.0365999,-069.6758669,56.106
6767052.794,463488.916,61.0366031,-069.6758442,56.255
6767050.597,463491.530,61.0365836,-069.6757954,56.249
6767048.080,463492.356,61.0365611,-069.6757797,58.501
6767045.487,463494.440,61.0365380,-069.6757406,58.177
6767043.002,463495.247,61.0365158,-069.6757252,57.853
6767043.264,463494.566,61.0365181,-069.6757378,57.801
6767041.034,463497.895,61.0364984,-069.6756758,58.129
6767037.898,463499.383,61.0364703,-069.6756477,57.815
6767039.818,463500.693,61.0364877,-069.6756238,58.197
6767035.570,463501.733,61.0364497,-069.6756037,57.977
6767034.501,463503.886,61.0364403,-069.6755637,58.188
6767032.068,463504.622,61.0364185,-069.6755496,57.840
6767031.117,463507.113,61.0364102,-069.6755033,57.789
6767030.127,463509.041,61.0364015,-069.6754674,57.715
6767027.144,463509.858,61.0363748,-069.6754517,57.489
6767025.150,463510.807,61.0363569,-069.6754338,57.665
6767023.648,463511.017,61.0363435,-069.6754296,57.720
6767023.756,463516.637,61.0363450,-069.6753256,57.657
6767018.008,463520.032,61.0362937,-069.6752617,57.243
6767016.395,463521.802,61.0362794,-069.6752286,57.548
6767019.697,463521.563,61.0363090,-069.6752336,57.725
6767016.759,463526.715,61.0362831,-069.6751377,57.482
6767011.843,463528.670,61.0362391,-069.6751006,57.447
6767008.793,463529.258,61.0362118,-069.6750891,57.034
6767011.017,463530.792,61.0362319,-069.6750612,57.399
6767013.273,463533.663,61.0362524,-069.6750085,57.569
6767010.971,463537.125,61.0362321,-069.6749440,57.479
6767004.266,463536.836,61.0361719,-069.6749480,57.897
6767002.552,463538.397,61.0361566,-069.6749188,57.963
6767005.828,463536.375,61.0361859,-069.6749568,58.218
6767004.355,463539.415,61.0361729,-069.6749003,58.145
6767002.084,463543.596,61.0361529,-069.6748225,58.026
6766998.908,463547.132,61.0361247,-069.6747564,57.671
6766998.134,463547.920,61.0361179,-069.6747417,57.855
6766995.540,463548.741,61.0360946,-069.6747260,57.276
6766997.665,463551.859,61.0361140,-069.6746687,57.671
6766996.991,463554.105,61.0361082,-069.6746270,57.539
6766988.846,463553.613,61.0360350,-069.6746346,56.709
6766990.243,463553.652,61.0360475,-069.6746341,56.972
6766991.217,463556.987,61.0360566,-069.6745726,57.184
6766989.124,463557.030,61.0360378,-069.6745714,56.962
6766989.122,463560.250,61.0360381,-069.6745118,56.874
6766988.728,463560.731,61.0360346,-069.6745028,56.818
6766984.074,463561.504,61.0359929,-069.6744876,56.712
6766984.738,463560.820,61.0359988,-069.6745004,57.087
6766983.087,463566.165,61.0359845,-069.6744011,56.936
6766978.880,463569.372,61.0359470,-069.6743410,56.635
6766975.909,463572.230,61.0359206,-069.6742875,56.751
6766973.529,463573.973,61.0358994,-069.6742548,56.680
6766974.938,463574.814,61.0359121,-069.6742395,56.774
6766970.806,463576.242,61.0358751,-069.6742123,56.407
6766967.805,463578.857,61.0358484,-069.6741633,56.070
6766970.053,463578.710,61.0358686,-069.6741664,56.528
6766966.978,463582.954,61.0358414,-069.6740873,56.372
6766966.132,463582.026,61.0358337,-069.6741043,56.335
6766965.432,463583.721,61.0358276,-069.6740728,56.456
6766965.554,463589.214,61.0358292,-069.6739712,56.146
6766964.532,463587.461,61.0358199,-069.6740034,56.023
6766962.825,463590.802,61.0358048,-069.6739413,55.650
6766956.289,463590.855,61.0357462,-069.6739390,55.135
6766956.178,463594.847,61.0357455,-069.6738651,55.164
6766956.753,463597.859,61.0357510,-069.6738095,55.199
6766954.606,463599.410,61.0357318,-069.6737804,55.058
6766949.455,463602.462,61.0356859,-069.6737229,54.350
6766947.875,463603.439,61.0356718,-069.6737045,54.094
6766947.766,463603.543,61.0356708,-069.6737026,54.120
6766946.764,463606.632,61.0356621,-069.6736452,53.883
6766945.588,463606.783,61.0356516,-069.6736422,53.595
6766946.257,463611.233,61.0356580,-069.6735600,53.463
6766943.649,463611.029,61.0356346,-069.6735632,53.350
6766941.554,463612.441,61.0356159,-069.6735367,53.271
6766940.376,463613.952,61.0356055,-069.6735085,52.961
6766941.132,463616.795,61.0356125,-069.6734560,52.908
6766938.350,463616.776,61.0355875,-069.6734559,52.924
6766934.912,463617.753,61.0355568,-069.6734371,52.546
6766933.807,463617.222,61.0355468,-069.6734468,52.019
6766932.852,463620.741,61.0355385,-069.6733814,51.963
6766935.276,463621.506,61.0355604,-069.6733677,51.929
6766931.388,463624.091,61.0355257,-069.6733192,51.345
6766929.684,463627.212,61.0355107,-069.6732611,51.094
6766928.311,463629.105,61.0354985,-069.6732258,50.886
6766926.957,463632.948,61.0354867,-069.6731544,50.578
6766926.925,463631.756,61.0354863,-069.6731764,50.559
6766923.903,463633.254,61.0354594,-069.6731481,50.662
6766922.479,463633.354,61.0354466,-069.6731460,50.354
6766919.135,463636.985,61.0354169,-069.6730782,49.821
6766917.211,463638.584,61.0353998,-069.6730482,49.711
6766917.213,463638.306,61.0353998,-069.6730534,49.659
6766919.989,463639.671,61.0354248,-069.6730286,49.772
6766917.419,463642.490,61.0354020,-069.6729760,49.691
6766913.563,463645.134,61.0353676,-069.6729263,49.327
6766909.851,463646.090,61.0353344,-069.6729079,48.824
6766909.554,463648.907,61.0353320,-069.6728557,48.750
6766910.715,463648.950,61.0353424,-069.6728551,49.137
6766911.337,463651.761,61.0353483,-069.6728032,49.002
6766906.048,463655.322,61.0353011,-069.6727363,48.618
6766904.480,463656.377,61.0352871,-069.6727165,48.557
6766903.178,463658.893,61.0352757,-069.6726697,48.049
6766902.452,463659.920,61.0352692,-069.6726505,47.944
6766900.067,463661.622,61.0352480,-069.6726185,47.720
6766899.454,463663.480,61.0352427,-069.6725841,47.658
6766898.730,463663.222,61.0352361,-069.6725887,47.642
6766897.189,463667.806,61.0352227,-069.6725036,48.008
6766894.620,463668.111,61.0351997,-069.6724974,47.912
6766894.795,463669.763,61.0352014,-069.6724669,47.977
6766895.133,463672.880,61.0352047,-069.6724092,47.881
6766892.083,463673.422,61.0351774,-069.6723986,47.823
6766891.006,463675.104,61.0351679,-069.6723673,47.816
6766888.540,463675.989,61.0351458,-069.6723505,47.704
6766887.158,463676.281,61.0351335,-069.6723448,47.609
6766885.940,463679.921,61.0351229,-069.6722772,47.627
6766882.618,463680.215,61.0350931,-069.6722711,47.345
6766882.337,463682.723,61.0350908,-069.6722246,47.576
6766882.540,463684.149,61.0350927,-069.6721983,47.707
6766880.029,463686.275,61.0350704,-069.6721585,47.603
6766878.413,463688.822,61.0350561,-069.6721110,47.346
6766879.244,463688.106,61.0350635,-069.6721244,47.607
6766876.498,463690.731,61.0350391,-069.6720753,47.597
6766874.113,463692.461,61.0350178,-069.6720428,47.249
6766873.957,463695.846,61.0350167,-069.6719802,47.058
6766872.558,463695.324,61.0350041,-069.6719896,47.015
6766873.231,463697.501,61.0350104,-069.6719494,47.295
6766870.889,463700.576,61.0349896,-069.6718920,47.106
6766867.224,463700.743,61.0349568,-069.6718883,47.097
6766867.304,463702.261,61.0349576,-069.6718602,47.200
6766864.735,463704.441,61.0349347,-069.6718193,47.010
6766862.064,463707.290,61.0349110,-069.6717661,47.353
6766861.953,463708.153,61.0349101,-069.6717501,47.232
6766861.498,463707.702,61.0349060,-069.6717584,47.014
6766859.881,463711.673,61.0348918,-069.6716846,47.565
6766856.895,463712.825,61.0348651,-069.6716627,47.414
6766856.756,463715.195,61.0348641,-069.6716188,46.785
6766856.010,463716.298,61.0348575,-069.6715982,45.590
6766853.957,463717.410,61.0348392,-069.6715773,46.783
6766857.727,463718.139,61.0348731,-069.6715645,47.780
6766856.824,463721.603,61.0348653,-069.6715002,47.093
6766850.644,463724.233,61.0348101,-069.6714503,43.400
6766848.330,463725.265,61.0347894,-069.6714308,45.512
6766847.302,463727.771,61.0347804,-069.6713842,45.252
6766848.344,463727.658,61.0347897,-069.6713865,46.297
6766845.895,463728.698,61.0347678,-069.6713668,46.743
6766841.128,463732.318,61.0347254,-069.6712989,46.043
6766839.987,463734.708,61.0347154,-069.6712544,45.206
6766839.432,463737.749,61.0347107,-069.6711981,45.519
6766838.152,463737.510,61.0346991,-069.6712023,46.699
6766837.904,463740.584,61.0346972,-069.6711453,46.626
6766836.800,463739.294,61.0346872,-069.6711690,46.760
6766834.382,463743.594,61.0346659,-069.6710889,47.019
6766832.394,463746.976,61.0346483,-069.6710260,46.551
6766831.463,463748.131,61.0346401,-069.6710044,46.620
6766829.697,463749.824,61.0346244,-069.6709727,46.407
6766830.627,463750.571,61.0346328,-069.6709591,46.731
6766827.537,463751.923,61.0346052,-069.6709335,46.772
6766823.554,463753.857,61.0345696,-069.6708969,46.475
6766823.720,463755.144,61.0345712,-069.6708731,46.670
6766824.872,463759.133,61.0345819,-069.6707995,46.669
6766822.597,463760.686,61.0345616,-069.6707704,46.797
6766820.696,463761.877,61.0345447,-069.6707480,46.609
6766820.210,463762.559,61.0345404,-069.6707352,46.576
6766817.339,463763.703,61.0345147,-069.6707135,46.491
6766815.814,463764.861,61.0345011,-069.6706918,46.365
6766817.454,463767.472,61.0345161,-069.6706438,46.653
6766815.507,463769.956,61.0344988,-069.6705974,46.253
6766812.884,463771.174,61.0344754,-069.6705744,46.206
6766810.888,463772.259,61.0344576,-069.6705540,46.055
6766810.555,463774.890,61.0344548,-069.6705052,46.231
6766806.889,463778.195,61.0344222,-069.6704433,45.828
6766805.869,463779.365,61.0344132,-069.6704215,45.797
6766805.416,463780.607,61.0344092,-069.6703984,46.012
6766804.993,463783.250,61.0344057,-069.6703494,45.540
6766802.607,463784.996,61.0343844,-069.6703166,45.893
6766798.875,463785.478,61.0343510,-069.6703070,45.437
6766800.690,463787.806,61.0343675,-069.6702643,45.736
6766799.163,463788.558,61.0343538,-069.6702501,45.798
6766796.123,463790.589,61.0343267,-069.6702119,45.463
6766793.855,463791.485,61.0343064,-069.6701949,45.696
6766793.746,463794.010,61.0343057,-069.6701481,45.686
6766793.446,463795.224,61.0343031,-069.6701256,45.770
6766791.156,463796.392,61.0342827,-069.6701035,45.549
6766789.280,463798.249,61.0342660,-069.6700688,45.419
6766788.331,463799.292,61.0342576,-069.6700493,45.500
6766785.912,463803.682,61.0342363,-069.6699676,45.571
6766786.245,463804.741,61.0342394,-069.6699481,45.903
6766785.392,463805.203,61.0342317,-069.6699394,45.693
6766782.314,463809.090,61.0342045,-069.6698669,45.529
6766781.881,463808.987,61.0342006,-069.6698687,45.507
6766780.887,463810.063,61.0341917,-069.6698486,45.571
6766776.970,463810.519,61.0341566,-069.6698394,45.358
6766777.696,463811.941,61.0341633,-069.6698132,45.463
6766777.472,463815.078,61.0341615,-069.6697551,45.421
6766772.279,463816.811,61.0341151,-069.6697221,45.368
6766769.461,463817.735,61.0340899,-069.6697044,44.940
6766770.189,463820.842,61.0340967,-069.6696471,45.072
6766766.301,463824.656,61.0340621,-069.6695757,45.048
6766766.490,463825.497,61.0340639,-069.6695602,45.263
6766765.306,463829.575,61.0340537,-069.6694845,45.396
6766762.399,463829.876,61.0340276,-069.6694784,45.124
6766759.303,463832.491,61.0340000,-069.6694294,44.821
6766756.999,463834.307,61.0339795,-069.6693954,44.718
6766759.757,463835.527,61.0340044,-069.6693733,45.017
6766755.894,463837.500,61.0339699,-069.6693361,44.814
6766752.368,463840.287,61.0339385,-069.6692838,44.689
6766750.854,463841.120,61.0339250,-069.6692681,44.749
6766750.751,463843.651,61.0339243,-069.6692213,44.656
6766752.004,463844.041,61.0339356,-069.6692143,44.826
6766748.093,463845.850,61.0339006,-069.6691801,44.921
6766743.741,463847.013,61.0338617,-069.6691577,44.064
6766744.012,463849.873,61.0338644,-069.6691048,44.289
6766746.549,463849.533,61.0338871,-069.6691116,44.760
6766742.958,463851.131,61.0338550,-069.6690813,44.396
6766740.559,463854.206,61.0338338,-069.6690240,44.183
6766738.944,463855.533,61.0338194,-069.6689991,44.133
6766738.133,463856.184,61.0338122,-069.6689869,44.429
6766738.849,463859.813,61.0338189,-069.6689199,44.347
6766738.421,463859.803,61.0338151,-069.6689200,44.217
6766736.043,463861.419,61.0337939,-069.6688896,44.057
6766737.360,463864.343,61.0338060,-069.6688358,44.159
6766734.564,463866.243,61.0337810,-069.6688001,44.032
6766723.124,463877.791,61.0336794,-069.6685842,43.996
6766720.301,463877.976,61.0336541,-069.6685802,43.267
6766720.270,463879.149,61.0336539,-069.6685585,43.293
6766721.651,463881.457,61.0336665,-069.6685161,43.544
6766720.436,463884.150,61.0336559,-069.6684660,43.300
6766716.048,463883.858,61.0336164,-069.6684706,43.180
6766712.773,463885.233,61.0335872,-069.6684445,42.965
6766712.407,463887.951,61.0335841,-069.6683941,42.852
6766711.980,463888.476,61.0335803,-069.6683843,42.814
6766709.918,463891.683,61.0335621,-069.6683246,42.700
6766711.026,463890.686,61.0335720,-069.6683433,42.945
6766707.818,463892.263,61.0335433,-069.6683135,42.776
6766705.255,463894.518,61.0335205,-069.6682712,42.552
6766702.593,463896.469,61.0334968,-069.6682346,42.150
6766703.669,463897.406,61.0335065,-069.6682175,42.501
6766702.281,463900.153,61.0334943,-069.6681664,42.438
6766701.050,463900.710,61.0334833,-069.6681558,42.371
6766697.171,463905.596,61.0334490,-069.6680647,42.139
6766693.932,463905.832,61.0334199,-069.6680597,41.976
6766694.432,463909.388,61.0334247,-069.6679940,42.047
6766691.700,463911.364,61.0334004,-069.6679569,41.807
6766690.660,463912.573,61.0333911,-069.6679343,41.775
6766687.013,463914.111,61.0333585,-069.6679052,41.321
6766685.161,463916.034,61.0333421,-069.6678692,40.706
6766685.952,463917.336,61.0333493,-069.6678453,42.000
6766680.385,463921.851,61.0332998,-069.6677607,46.918
6766678.797,463922.393,61.0332855,-069.6677504,40.693
6766679.873,463923.883,61.0332953,-069.6677230,38.836
6766680.670,463925.854,61.0333027,-069.6676866,39.729
6766680.587,463928.407,61.0333022,-069.6676394,39.066
6766677.358,463930.192,61.0332733,-069.6676057,40.348
6766675.748,463930.977,61.0332590,-069.6675909,40.875
6766673.731,463932.929,61.0332410,-069.6675544,40.665
6766671.585,463935.538,61.0332220,-069.6675057,40.355
6766670.483,463936.608,61.0332122,-069.6674857,40.419
6766670.779,463938.177,61.0332150,-069.6674567,40.501
6766669.083,463940.516,61.0332000,-069.6674131,40.123
6766668.132,463943.026,61.0331917,-069.6673665,37.196
6766665.396,463943.490,61.0331672,-069.6673574,39.123
6766664.992,463944.297,61.0331636,-069.6673424,38.811
6766665.400,463944.367,61.0331673,-069.6673411,38.461
6766662.307,463947.282,61.0331398,-069.6672866,38.585
6766662.146,463951.751,61.0331388,-069.6672039,39.000
6766658.826,463952.544,61.0331090,-069.6671886,41.280
6766657.689,463953.238,61.0330989,-069.6671755,41.093
6766658.407,463955.478,61.0331055,-069.6671342,41.169
6766654.238,463956.828,61.0330682,-069.6671084,40.695
6766652.718,463960.036,61.0330549,-069.6670488,39.128
6766653.399,463960.247,61.0330610,-069.6670450,39.174
6766653.804,463961.811,61.0330648,-069.6670161,39.042
6766651.501,463964.840,61.0330444,-069.6669596,38.943
6766650.272,463966.500,61.0330335,-069.6669287,38.846
6766647.868,463967.525,61.0330120,-069.6669093,39.052
6766645.529,463971.622,61.0329914,-069.6668330,38.725
6766643.805,463974.155,61.0329762,-069.6667858,38.621
6766642.333,463973.960,61.0329629,-069.6667891,38.729
6766639.557,463977.613,61.0329383,-069.6667210,38.429
6766637.223,463978.075,61.0329174,-069.6667120,38.225
6766636.774,463979.575,61.0329135,-069.6666841,38.361
6766634.136,463981.651,61.0328900,-069.6666452,37.839
6766632.781,463984.965,61.0328782,-069.6665836,37.544
6766630.002,463985.290,61.0328533,-069.6665771,37.786
6766628.709,463986.899,61.0328418,-069.6665471,37.632
6766626.776,463989.294,61.0328247,-069.6665024,37.441
6766625.772,463991.401,61.0328158,-069.6664632,37.239
6766624.826,463992.788,61.0328075,-069.6664374,37.109
6766622.568,463993.251,61.0327872,-069.6664284,37.323
6766621.401,463994.397,61.0327769,-069.6664069,37.116
6766620.066,463995.801,61.0327650,-069.6663807,36.743
6766619.681,463998.503,61.0327618,-069.6663306,36.674
6766616.078,463999.467,61.0327296,-069.6663121,36.771
6766614.580,464001.767,61.0327163,-069.6662693,36.408
6766614.502,464003.754,61.0327158,-069.6662325,36.495
6766615.073,464005.435,61.0327211,-069.6662015,36.745
6766614.742,464007.196,61.0327183,-069.6661688,36.554
6766615.683,464008.196,61.0327268,-069.6661505,36.378
6766614.321,464007.792,61.0327145,-069.6661577,36.316
6766611.931,464010.594,61.0326933,-069.6661054,35.316
6766609.897,464012.868,61.0326753,-069.6660629,35.127
6766607.961,464014.340,61.0326580,-069.6660353,35.265
6766606.480,464016.242,61.0326449,-069.6659999,35.278
6766605.843,464018.700,61.0326394,-069.6659542,35.846
6766603.920,464020.101,61.0326223,-069.6659279,35.727
6766601.522,464020.563,61.0326008,-069.6659190,35.646
6766601.221,464023.163,61.0325983,-069.6658708,35.377
6766601.679,464023.951,61.0326025,-069.6658563,35.450
6766599.541,464027.075,61.0325836,-069.6657981,34.231
6766598.764,464027.578,61.0325767,-069.6657886,34.877
6766597.505,464030.252,61.0325656,-069.6657389,34.998
6766595.395,464032.503,61.0325469,-069.6656968,34.597
6766593.630,464034.770,61.0325312,-069.6656545,34.224
6766592.275,464036.211,61.0325192,-069.6656276,34.186
6766592.701,464038.206,61.0325232,-069.6655908,34.795
6766591.785,464040.466,61.0325152,-069.6655488,34.457
6766591.745,464041.218,61.0325149,-069.6655348,34.615
6766590.653,464043.158,61.0325053,-069.6654987,34.459
6766588.479,464045.405,61.0324860,-069.6654567,34.254
6766586.941,464047.321,61.0324723,-069.6654210,33.977
6766587.421,464048.475,61.0324768,-069.6653997,33.499
6766585.899,464049.407,61.0324632,-069.6653822,33.122
6766586.484,464051.493,61.0324686,-069.6653437,33.404
6766585.833,464054.604,61.0324631,-069.6652860,34.020
6766582.269,464056.794,61.0324313,-069.6652448,33.007
6766577.325,464058.456,61.0323870,-069.6652131,36.231
6766577.850,464060.182,61.0323919,-069.6651813,35.095
6766579.269,464061.203,61.0324047,-069.6651626,35.091
6766573.391,464064.270,61.0323523,-069.6651048,35.256
6766571.796,464066.167,61.0323381,-069.6650694,34.492
6766574.201,464068.099,61.0323599,-069.6650341,33.769
6766573.161,464069.977,61.0323507,-069.6649991,33.740
6766571.800,464070.786,61.0323386,-069.6649839,32.878
6766570.050,464072.193,61.0323230,-069.6649575,32.748
6766568.011,464074.317,61.0323049,-069.6649178,32.349
